Как найти хорошую работу в сфере IT?,https://techrocks.ru/2018/06/18/how-to-find-dream-job/
"11 книжных бестселлеров, где главные герои — программисты",https://techrocks.ru/2018/06/18/bestseller-books-about-programmers/
10 каналов с лучшими видео по веб-разработке на YouTube,https://techrocks.ru/2018/06/17/best-web-development-youtube-channels/
Как перейти из разработчиков в менеджеры?,https://techrocks.ru/2018/06/17/transitioning-from-engineer-to-engineering-manager/
5 столпов изучения программирования,https://techrocks.ru/2018/06/16/5-pillars-of-learning-programming/
"Что нужно знать, чтобы стать фронтенд-разработчиком в 2018",https://techrocks.ru/2018/06/14/how-to-become-a-front-end-developer-in-2018/
Полная инструкция по достижению сосредоточенности,https://techrocks.ru/2018/06/12/how-to-improve-focus-and-concentration/
Подборка идей для программирования,https://techrocks.ru/2018/06/12/programming-ideas-list/
ТОП-20 полезных материалов по Java за июнь 2018,https://techrocks.ru/2018/06/11/top-20-useful-materials-on-java-in-2018/
Десять полезных ресурсов и книг по Python,https://techrocks.ru/2018/06/10/essential-resources-for-intermediate-python-programmers/
Учебный план освоения глубокого обучения и нейросетей за 6 недель,https://techrocks.ru/2018/06/10/learn-deep-learning-in-6-weeks/
Как увеличить ваши шансы на получение должности разработчика,https://techrocks.ru/2018/06/09/increasing-your-chances-to-get-a-developer-job/
Разбираемся в тайтлах: кодер – программист – разработчик – инженер,https://techrocks.ru/2018/06/07/understanding-the-titles-in-software-development/
"30 ресурсов по безопасности, которые точно пригодятся",https://techrocks.ru/2018/06/06/secure-code-resources/
88 способов стать лучшим фронтенд и бекенд разработчиком,https://techrocks.ru/2018/06/06/88-ways-to-become-better-end-to-end-software-developer/
Как стать программистом после 30: руководство к действию,https://techrocks.ru/2018/06/04/how-to-become-a-programmer-in-your-30/
"Что читать, чтобы открыть IT-стартап",https://techrocks.ru/2018/06/04/reading-for-startuppers/
ТОП-20 инструментов и материалов по веб-разработке,https://techrocks.ru/2018/06/03/web-development-materials-and-instruments/
Как перехитрить интервьюера на техническом собеседовании,https://techrocks.ru/2018/06/03/how-to-outsmart-your-technical-job-interviewer/
"15 новых бизнес-книг, которые стоит почитать этим летом",https://techrocks.ru/2018/06/02/best-business-books-summer/
5 книг для начинающих разработчиков Objective-C,https://techrocks.ru/2018/06/02/5-books-on-objective-c-for-novices/
Приемы работы с Google Doc для повышения продуктивности,https://techrocks.ru/2018/05/31/google-doc-hacks/
"«И швец, и жнец» или как стать DevOps engineer",https://techrocks.ru/2018/05/30/who-is-a-devops-engineer/
Математика: от ненависти к любви,https://techrocks.ru/2018/05/30/math-from-hate-to-love/
ТОП-20 полезных материалов по JavaScript за май 2018,https://techrocks.ru/2018/05/29/top-20-useful-javascript-materials/
Что такое API? Простое объяснение для начинающих,https://techrocks.ru/2018/05/29/api-simple-explanation/
Как найти время на учебу,https://techrocks.ru/2018/05/28/how-to-find-time-to-learn/
Как предугадать будущее и создать востребованный продукт: 4 простых шага,https://techrocks.ru/2018/05/27/how-to-launch-a-product-people-actually-want/
Почему люди терпят неудачу при изучении языков программирования и как этого избежать,https://techrocks.ru/2018/05/27/why-people-fail-at-learning-to-code/
"Летнее чтиво: 5 книг от Билла Гейтса, которые отвечают на большие вопросы",https://techrocks.ru/2018/05/26/summer-reading-form-bill-gates/
6 этапов технического собеседования – и работа в кармане,https://techrocks.ru/2018/05/25/6-steps-of-tech-interview/
"Привет, Go!",https://techrocks.ru/2018/05/24/hello-go/
"11 книг, которые советует прочитать Илон Маск",https://techrocks.ru/2018/05/22/books-elon-musk-thinks-everyone-should-read/
Кто такой DevOps и как им стать: план обучения,https://techrocks.ru/2018/05/21/how-to-become-devops-learning-plan/
Как успешно нанимать старших разработчиков,https://techrocks.ru/2018/05/19/hiring-senior-developers/
Советы по прохождению собеседований,https://techrocks.ru/2018/05/18/interview-tips-that-will-give-you-confidence/
Как программирование помогает в решении реальных задач,https://techrocks.ru/2018/05/17/programming-helps-solving-real-world-problem/
Создание сообщества разработчиков,https://techrocks.ru/2018/05/16/building-a-developer-community/
Где JavaScript джуну получать тестовые задания для практики?,https://techrocks.ru/2018/05/16/javascript-tasks-for-juniors/
"Зачем нужен план ухода на пенсию, даже если вы не собираетесь уходить",https://techrocks.ru/2018/05/16/retirement-and-succession-plan/
"Полезно для здоровья и карьеры. 8 ресурсов, которые помогут изучить алгоритмы",https://techrocks.ru/2018/05/15/8-algorithms-learning-resources/
Логические и математические задачи с собеседований,https://techrocks.ru/2018/05/14/logical-tasks-from-interview/
Лучший способ научиться программировать,https://techrocks.ru/2018/05/14/the-best-way-to-learn-coding/
Как объяснить функциональное программирование 6-летнему ребёнку?,https://techrocks.ru/2018/05/12/conversations-with-a-kid-on-functional-programming/
"Расслабьтесь, это всего лишь код",https://techrocks.ru/2018/05/12/relax-it-is-just-code/
Как работать на полную ставку и вести собственный проект: советы разработчику,https://techrocks.ru/2018/05/11/maintaining-a-side-project/
"Детальный план самообразования в Computer Science за 1,5 года",https://techrocks.ru/2018/05/10/computer-science-self-education-plan/
Как я перестал беспокоиться и полюбил JavaScript. Часть 2,https://techrocks.ru/2018/05/07/how-i-learned-to-love-js-ecosystem-2/
Присвоение имён: руководство для программиста,https://techrocks.ru/2018/05/06/how-to-name-things/
Советы опытного разработчика новичкам,https://techrocks.ru/2018/05/06/experienced-developer-advice/
Изучаете веб-разработку? Эти навыки позволят вам выделиться,https://techrocks.ru/2018/05/05/skills-will-make-you-stand-out/
Проджект-менеджер: подготовка к собеседованию,https://techrocks.ru/2018/05/04/project-management-interview-questions/
Этичный хакинг: ТОП-20 лучших сайтов для практики,https://techrocks.ru/2018/05/03/sites-to-legally-practice-hacking-skills/
Хочешь быть топовым разработчиком? Создавай что-нибудь!,https://techrocks.ru/2018/05/03/things-to-build-ideas-list/
Как я перестал беспокоиться и полюбил JavaScript,https://techrocks.ru/2018/05/02/how-i-learned-to-love-js-ecosystem/
Как отследить IP-адрес?,https://techrocks.ru/2018/05/02/how-to-find-the-ip-address/
И да пребудет с тобой сила: как юному падавану правильно стажироваться в IT,https://techrocks.ru/2018/04/30/period-of-trainee-in-it/
Моя шпаргалка с регулярными выражениями,https://techrocks.ru/2018/04/30/example-regex-rules-cheatsheet/
Как я научился программировать,https://techrocks.ru/2018/04/29/way-how-to-learn-programming/
Backend для Frontend-разработчика и наоборот: осваиваем новое,https://techrocks.ru/2018/04/29/backend-for-frontend-devs-and-otherwise/
Javascript и функциональное программирование. Чистые функции,https://techrocks.ru/2018/04/27/javascript-pure-functions/
"Способы применения технологии блокчейна, о которых стоит знать",https://techrocks.ru/2018/04/26/blockchain-technology-use-cases/
Как выбраться из теоретика и стать практиком?,https://techrocks.ru/2018/04/26/how-to-become-a-practitioner-from-a-theorist/
Лучшие материалы и инструменты для Front-end разработчика,https://techrocks.ru/2018/04/24/best-front-end-materials-tools/
Javascript и функциональное программирование: полноправные функции,https://techrocks.ru/2018/04/24/javascript-fp-first-class-functions/
10 распространенных ошибок в JavaScript,https://techrocks.ru/2018/04/24/10-common-errors-in-javascript/
Как стать техническим писателем,https://techrocks.ru/2018/04/23/becoming-a-technical-writer/
Javascript и функциональное программирование: Введение,https://techrocks.ru/2018/04/22/javascript-and-functional-programming/
Топ-10 расширений Visual Studio Code для разработки на Python,https://techrocks.ru/2018/04/21/vscode-extensions-for-python-development/
"10 книг, рекомендуемых для изучения JavaScript",https://techrocks.ru/2018/04/20/10-recommended-javascript-books/
7 смертных грехов программиста: анализируем и устраняем,https://techrocks.ru/2018/04/20/programmers-mortal-sins/
Как получить работу в IT-сфере без опыта работы?,https://techrocks.ru/2018/04/18/how-to-get-job-in-it-without-experience/
Как выбрать редактор кода для JavaScript,https://techrocks.ru/2018/04/18/code-editor-for-javascript/
"Полезные JavaScript-модули, на которые стоит обратить внимание",https://techrocks.ru/2018/04/17/javascript-modules-worth-using%ef%bb%bf/
Как согласовать собеседования в разных компаниях,https://techrocks.ru/2018/04/17/how-to-accommodate-several-onterviews/
Как обойти блокировку Telegram,https://techrocks.ru/2018/04/17/how-to-unblock-telegram/
5 способов быстрее научиться программировать,https://techrocks.ru/2018/04/15/5-ways-to-learn-programming-faster/
Думать как программист: уроки решения проблем,https://techrocks.ru/2018/04/15/problem-solving-lessons/
SQL за 20 минут,https://techrocks.ru/2018/04/14/sql-in-20-minutes/
Правила NASA для написания программного обеспечения,https://techrocks.ru/2018/04/14/nasa-rules-for-coding/
Готовимся к собеседованию на позицию разработчика,https://techrocks.ru/2018/04/13/interview-for-developer-position/
От новичка до профи в блокчейн-технологиях за 2 месяца,https://techrocks.ru/2018/04/12/blockchain-technology-from-newbie-to-pro/
Хороший сторонний проект: каков он?,https://techrocks.ru/2018/04/10/good-side-development-project/
3 лучших книги по архитектуре программного обеспечения,https://techrocks.ru/2018/04/08/3-best-software-architecture-books/
План изучения нового языка программирования,https://techrocks.ru/2018/04/08/new-language-learning-plan/
Зачем разработчикам переходить на JavaScript,https://techrocks.ru/2018/04/07/why-move-to-javascript/
"5 особенностей языка Java, о которых вы должны знать",https://techrocks.ru/2018/04/05/5-java-feature-you-should-know/
"Книги, которые должен прочесть каждый разработчик-джуниор",https://techrocks.ru/2018/04/04/most-important-books-for-juniors-devs/
"Несекретная формула того, как сделать свой код лучше",https://techrocks.ru/2018/04/04/non-secret-formula-for-writing-better-code/
"6 рекомендаций, как стать сеньором",https://techrocks.ru/2018/04/03/6-tips-how-to-become-a-senior/
«Многим вешают лапшу на уши». Реально ли устроиться программистом после окончания курсов?,https://techrocks.ru/2018/04/02/can-you-get-programming-job-after-courses/
Анатомия успешного тимлида: статистика и советы,https://techrocks.ru/2018/04/02/successful-teamlead-statistics-tips/
10 способов стать лучшим программистом,https://techrocks.ru/2018/04/02/10-ways-to-become-a-better-developer/
Я — посредственный разработчик (как с этим справиться),https://techrocks.ru/2018/04/01/mediocre-developer-how-to-overcome-this/
"5 доводов, которые убедят вашу жену отпустить вас на IT-конференцию",https://techrocks.ru/2018/04/01/5-things-to-say-to-convince-your-wife-to-let-you-go-to-an-it-conference/
"Бесплатные онлайн-игры, которые обучат вас программировать",https://techrocks.ru/2018/03/31/free-online-games-to-learn-programming/
Блог разработчика: зачем он нужен и как его продвигать,https://techrocks.ru/2018/03/30/blogging-as-a-developer/
"Советы из книги, которую должен прочесть каждый программист",https://techrocks.ru/2018/03/29/tips-from-the-book-every-programmer-should-read/
Руководство по SQL: Как лучше писать запросы,https://techrocks.ru/2018/03/27/how-to-write-better-sql-queries/
Я разрабатываю программы и больше не гуглю,https://techrocks.ru/2018/03/27/develop-software-and-do-not-google/
Самые действенные способы получить удаленную работу,https://techrocks.ru/2018/03/26/tips-to-help-you-get-a-remote-job/
"«Нужно учиться всю жизнь». Сколько понадобится времени, чтобы стать программистом?",https://techrocks.ru/2018/03/25/how-much-does-it-take-to-become-a-programmer/
"Учимся программировать: 13 советов, которые сохранят ваше время",https://techrocks.ru/2018/03/25/learn-to-code-13-tips/
Просто о важном: в чём особенность квантовых вычислений,https://techrocks.ru/2018/03/24/understanding-quantum-computers/
Руководство по вэб-скрепингу на Python: приёмы и хитрости,https://techrocks.ru/2018/03/22/web-scraping-python-tutorial/
Как написать отличное резюме инженера ПО,https://techrocks.ru/2018/03/22/how-to-write-a-great-resume/
